File,Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
20260817_agdm-export_Bbox-Subset.csv,"Planta turística touring, cidade de São Paulo",,"São Paulo, Brazil 1982",,"Touring Club do Brasil, issuing body",,1982,Rio de Janeiro : Touring Club do Brasil,São Paulo (Brazil) -- Maps,South America;,Brazil,,,,,"Map in Portuguese. Text in Portuguese and English. Other title  Cidade de São Paulo.  Notes  Panel title.  Includes index to points of interest, illustrations and inset map of ""Entradas e saídas de São Paulo.""  Text, advertisements, and illustrations on verso.",,,,cartographic image,Still image,Maps,Color;,,W 46°43ʹ28ʺ--W 46°36ʹ18ʺ/S 23°30ʹ26ʺ--S 23°35ʹ42ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014578172802124,"1 map : color ; on sheet 47 x 71 cm, folded to 24 x 13 cm",253-d .S2P3 A-[1982?],Portuguese ; English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031487 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-03-06,2026-03-06,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38167,38167,38177.cpd,/agdm/image/38177.cpd
20260817_agdm-export_Bbox-Subset.csv,"Macédoine -- Albanie / A. Taride, éditeur",,Balkan Peninsula 1917,,,"Taride, A.  ; Cartes Taride (Firm) ;",1917,Paris : Cartes Taride,Macedonia -- Maps ; Albania -- Maps ; Balkan Peninsula -- Maps ;,Europe;,Macedonia ; Albania ;,,,,,"Includes 1 inset: Détroit d'Otrante. In lower right corner of edge: 12-17. Loaned by the American Geographical Society to the Peace Conference at Versailles, 1918-1919.",,,,cartographic image,Still image,Maps,Color;,"1:600,000",E 18⁰50ʹ--E 24⁰50ʹ/N 42⁰30⁰--N 39⁰40ʹ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9916378923402124,1 map : color ; 57 x 84 cm,662.8 B-[1917],French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031479,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1917 map of Macedonia and Albania in the Balkans highlights political borders and key geographic features.,,2026-03-06,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38172,38172,38165.jp2,/agdm/image/38165.jp2
20260817_agdm-export_Bbox-Subset.csv,The Polar regions,,Polar regions 1959,,,"George Philip & Son ; Philip, Son & Nephew ;",1959,"London : The London Geographical Institute London : George Philip & Son, Ltd.","Polar regions -- Maps ; Canada, Northern -- Discovery and exploration -- Maps ; Arctic regions -- Discovery and exploration -- Maps ;",Antarctica; Asia; Europe; North and Central America;,,,,,,"Depths shown by bathymetric tints. Shows progress of exploration including 2 lists ""Arctic explorers"" and ""Antarctic explorers."" Includes lists of Arctic and Antarctic explorers. ""The Polar Regions 33"" on verso. ""33"" -- upper right margin. From: Philips' mercantile marine atlas.",,"Arctic regions, scale 1:35,000,000 -- Antarctic regions, scale 1:35,000,000 -- Northern Greenland and Ellesmere Island, scale 1:10,000,000 -- Svalbard (Spitzbergen) and Franz Josef Land, scale 1:10,000,000 -- The Bering Strait and Lower Yukon, scale 1:10,000,000 -- South Shetlands and Graham Land, scale 1:10,000,000 -- South Victoria Land, scale 1:10,000,000.",,cartographic image,Still image,Maps,Color;,"1:35,000,000",W 180°00ʹ00ʺ--E 180°00ʹ00ʺ/N 84°59ʹ00ʺ--S 85°00ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014667652502124,"2 maps on 1 sheet : color ; 35 cm in diameter, sheet 53 x 75 cm",060 B-[1959],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031450,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1959 polar map highlights explored Arctic and Antarctic regions and their territorial borders.,,2026-03-06,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38173,38173,38162.jp2,/agdm/image/38162.jp2
20260817_agdm-export_Bbox-Subset.csv,New York State mean length of growing season in days / prepared by E.E. Hanlon ; drawn by J.A. Peterson,,New York state 1958,,"Hanlon, E.E.","Peterson, J. A. ; Richards, Frank E.",1958,"Phoenix, N.Y. : Frank E. Richards","Crops and climate -- New York (State) -- Maps ; Seasons -- New York (State) -- Maps ; Meteorology, Agricultural -- New York (State) -- Maps ;",North and Central America;,United States,New York,,,,Other title Richards atlas of New York State. Notes Issued also as p. 46 of Richards atlas of New York State.,,,,cartographic image,Still image,Maps,Color;,"1:1,518,000",W 79°46ʹ--W 71°52ʹ/N 45°10ʹ--N 40°30ʹ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9917093193402124,1 map : color ; 40 x 50 cm,862-b B-Var Richards 046,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031485,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,The 1958 map depicts New York State's average growing season durations by region in days.,,2026-03-06,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38174,38174,38164.jp2,/agdm/image/38164.jp2
20260817_agdm-export_Bbox-Subset.csv,"New York State stream flow : average discharge of principal rivers in cubic feet per second / prepared by E.E. Hanlon, drawn by J.A. Peterson",,New York State 1958,,"Hanlon, E. E.",,1958,"Phoenix, N.Y. : Frank E. Richards",Streamflow -- New York (State) -- Maps ; Stream measurements -- New York (State) -- Maps,North and Central America;,United States,New York,,,,Other title Richards atlas of New York State. Notes Issued also as p. 56 of Richards atlas of New York State.,,,,cartographic image,Still image,Maps,Color;,"1:1,547,000",W 79⁰46ʹ--W 71⁰52ʹ/N 45⁰01ʹ--N 40⁰30ʹ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9917093863402124,1 map : color ; 40 x 49 cm,862-b B-Var Richards 056,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031484,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,1958 map displays New York State's average river flow measured in cubic feet per second.,,2026-03-06,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38176,38176,38166.jp2,/agdm/image/38166.jp2
20260817_agdm-export_Bbox-Subset.csv,Karte von Klein-Asien / bearbeited von H. Kiepert,,Turkey 1854,,"Kiepert, Heinrich, 1818-1899, cartographer","Dietrich Reimer Verlag (Berlin, Germany)",1854,Publication Berlin : Bei. Dietrich Reimer Manufacture Berlin : Stich U. Druck der Lith. Anst. v. L. Kraatz,Turkey -- Maps;,Asia;,Turkey,,,,,Relief shown by hachures and spot heights. Shows selected administrative borders and Greenwich and Ferro meridians.,,,,cartographic image,Still image,Maps,Color;,"1:1,500,000",E 24°55ʹ00ʺ--E 39°59ʹ00ʺ/N 42°18ʹ00ʺ--N 35°44ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014694131702124,1 map : color ; 47 x 83 cm,410 A-1854,German,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am013884,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,This 1854 map depicts Turkish territories in Klein-Asien with geographic and railroad routes near the Black and Marmara seas.,,2026-03-06,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38179,38179,38182.jp2,/agdm/image/38182.jp2
20260817_agdm-export_Bbox-Subset.csv,"A new map of Turkey in Asia : with several additions / by Monsr. d'Anville, first geographer to the Most Christian King with several additions",,Turkey 1794,,"Anville, Jean Baptiste Bourguignon d', 1697-1782, cartographer","Laurie & Whittle, publisher",1794,"London : Published by Laurie & Whittle, No. 53, Fleet Street",Turkey -- Maps;,Asia;,Turkey,,,,,"Other title Map of Turkey in Asia Notes Relief shown pictorially. Bar scales in British statute miles, nautic leagues, Grecian miles, Arabian miles, and ""agachs or common Turkish leagues""; scale estimated by measurement of degree of latitude. Prime meridian: London; coordinates converted by cataloger to express longitude based on Greenwich prime meridian.",,,,cartographic image,Still image,Maps,Color;,"1:2,900,000",E 24°54ʹ17ʺ--E 48°54ʹ17ʺ/N 42°50ʹ00ʺ--N 30°10ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014694130602124,1 map : color ; 53 x 72 cm,410 A-1794,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am013893,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"Historical 1794 map titled A New Map of Turkey in Asia by D'Anville showing western Anatolia's borders, rivers, and regions.",,2026-03-06,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38180,38180,38185.jp2,/agdm/image/38185.jp2
20260817_agdm-export_Bbox-Subset.csv,"Tabula geographica provinciarum et urbium, Coloniâ Romanâ vel municipii jure vel aliâ quâvis prærogativâ insignium quæ Imperatorum Romanorum à Trajana Decio ad Claudium vultus in nummis suis expresserunt : ad illustrandam Numismatum seriem quam D. Anselmus Banduri edidit / curâ et studio Guillelmi Del'Isle è Regiâ Scientiarum Academia",,Turkey 1741,,"L'Isle, Guillaume de, 1675-1726","Banduri, Anselmo Maria, 1675-1743 ; Cóvens et Mortier ;",1741,Amstelodami : Apud J. Cóvens et C. Mortier,Classical geography -- Maps -- Early works to 1800 ; Mediterranean Region -- Maps -- Early works to 1800 ; Mediterranean Region -- Historical geography -- Maps -- Early works to 1800 ; Greece -- Historical geography -- Maps -- Early works to 1800 ; Middle East -- Historical geography -- Maps -- Early works to 1800 ; Turkey -- Historical geography -- Maps -- Early works to 1800 ; Rome -- Historical geography -- Maps -- Early works to 1800;,Asia;,Turkey,,,,,Relief shown pictorially. Prime meridian: Ferro.,,,,cartographic image,Still image,Maps,Color;,"1:5,000,000",E 17°46ʹ00ʺ--E 42°00ʹ00ʺ/N 45°18ʹ00ʺ--N 30°37ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014694131002124,1 map : hand colored ; 33 x 41 cm,410 A-[1741],Latin,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"Guillaume de L'Isle's 1741 map shows Roman provinces and cities across ancient Greece, Turkey, and the Middle East.",,2026-03-06,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38181,38181,38189.jp2,/agdm/image/38189.jp2
20260817_agdm-export_Bbox-Subset.csv,"Turkey, containing the provinces in Asia Minor / published under the superintendence of the Society for the Diffusion of Useful Knowledge ; Engraved by J. & C. Walker","Published May 1st, 1830 by Baldwin & Gradock ... .""",Turkey 1830,,Society for the Diffusion of Useful Knowledge (Great Britain),,1830,London : Baldwin & Cradock,Turkey -- Maps;,Asia;,Turkey,,,,,,,,,cartographic image,Still image,Maps,Color;,"1:3,000,000",E 25°26ʹ00ʺ--E 40°01ʹ00ʺ/N 42°23ʹ00ʺ--N 34°25ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014694131502124,1 map : color ; 30 x 41 cm,410 A-1830,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am013886,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"An 1830 map of Turkey shows Asia Minor's provinces, seas, key cities, and routes.",,2026-03-06,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38184,38184,38187.jp2,/agdm/image/38187.jp2
20260817_agdm-export_Bbox-Subset.csv,Stanford's library map of Africa / Edward Stanford,New edition.,Africa 1902,Edward Stanford Ltd. Stanford's library series.,Edward Stanford Ltd.,,,London : Edward Stanford,"Colonies -- Africa -- Maps ; Railroads -- Africa -- Maps ; Cables, Submarine -- Africa -- Maps ; Africa -- Maps ; Africa -- Boundaries -- Maps ;",Africa,,,,,,"Other title  Library map of Africa  Notes  Shows colonial territories, railways, proposed railways, and submarine telegraph cables.  Relief shown by hachures.  ""1.1.02"" -- lower left margin.  Loaned by the American Geographical Society to the Peace Conference at Versailles, 1918-1919.",,,,cartographic image,Still image,Maps,Color;,"1:5,977,382",W36⁰/N38⁰--64⁰E/36⁰S,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9918223543402124,"1 map : color, dissected, mounted on linen ; 145 x 161 cm",300 B-1902,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031491 (s1-s2),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-03-12,2026-03-12,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38189,38189,38203.cpd,/agdm/image/38203.cpd
20260817_agdm-export_Bbox-Subset.csv,"Denali National Park and Preserve, Alaska, USA : backcountry units, Denali State Park, park entrance & heaquarters inset map / National Geographic Maps",Revised 2007.,"Denali National Park, Alaska 2007",Trails Illustrated topo maps ; 222.,Trails Illustrated (Firm),United States. National Park Service,,"Evergreen, Colo. : National Geographic Maps","Outdoor recreation -- Alaska -- Denali National Park and Preserve -- Maps ; Camp sites, facilities, etc. -- Alaska -- Denali National Park and Preserve -- Maps ; Denali National Park and Preserve (Alaska) -- Maps ; Denali State Park (Alaska) -- Maps ; Kroto and Moose Creek Recreation Rivers (Alaska) -- Maps ; Lake Creek Recreation River (Alaska) -- Maps ; Talkeetna Recreation River (Alaska) -- Maps ;",North and Central America;,United States,Alaska,,,,"Relief shown by contours, shading, and spot heights.  Panel title.  Includes text, index to publisher's maps, location map, col. ill., inset map of ""Park entrance & Headquarters,"" and index to 1:63,360 USGS quadrangles.  ""National Geographic Trails Illustrated maps are based on USGS information, modified and regularly revised by National Geographic Maps in cooperation with the National Park Service, and others.""  ""LC03.""  ""Outdoor recreation map, revised regularly, waterproof, tear-resistant.""  ""GPS compatible, full UTM grid.""",,,,cartographic image,Still image,Maps,Color;,"1:225,000",W 153°00ʹ--W 148°23ʹ/N 64°10ʹ--N 62°13ʹ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9921601793402124,"1 map : both sides, color, plastic ; on sheet 96 x 65 cm., folded to 25 x 11 cm",810-c .D46 E-2007,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031490 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-03-12,2026-03-12,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38192,38192,38206.cpd,/agdm/image/38206.cpd
20260817_agdm-export_Bbox-Subset.csv,"Seconde partie de la Crimée, la Mer Noire &c. / rectifiés par diverses observations faites par Guillaume de l'Isle",,Black Sea 1733,,"L'Isle, Guillaume de, 1675-1726","L'Isle, Guillaume de, 1675-1726 ; Cóvens et Mortier ;",1733,Amsterdam : Chez Jean Cóvens et Corneille Mortier,Black Sea Region -- Maps -- Early works to 1800 ; Crimea (Ukraine) -- Maps -- Early works to 1800 ; Turkey -- Maps -- Early works to 1800 ;,Asia;,Turkey,,,,,"Related Work L'Isle, Guillaume de, 1675-1726. Atlas nouveau, contenant toutes les parties du monde.  Notes Relief shown pictorially. Shows settlements, rivers, forests, etc. Includes descriptive notes. Prime meridian: Ferro. Appears in his Atlas nouveau, contenant toutes les parties du monde.",,,,cartographic image,Still image,Maps,Color;,"1:1,250,000",E 27°--E 43°/N 50°--N 39°,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014695132602124,1 map : hand colored ; 46 x 60 cm,410-c .N6 A-[1733],French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am013899,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"An 18th-century map shows Crimea, coastal towns, and Turkey's Black Sea territories.",,2026-03-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38196,38196,38198.jp2,/agdm/image/38198.jp2
20260817_agdm-export_Bbox-Subset.csv,"Tabula geographica provinciarum et urbium, Coloniâ Romanâ vel municipii jure vel aliâ quâvis prærogativâ insignium quæ Imperatorum Romanorum à Trajana Decio ad Claudium vultus in nummis suis expresserunt : ad illustrandam Numismatum seriem quam D. Anselmus Banduri edidit / curâ et studio Guillelmi Del'Isle è Regiâ Scientiarum Academia",,Turkey 1741,,"L'Isle, Guillaume de, 1675-1726","Banduri, Anselmo Maria, 1675-1743 ; Cóvens et Mortier ;",1741,Amstelodami : Apud J. Cóvens et C. Mortier,Classical geography -- Maps -- Early works to 1800 ; Mediterranean Region -- Maps -- Early works to 1800 ; Mediterranean Region -- Historical geography -- Maps -- Early works to 1800 ; Greece -- Historical geography -- Maps -- Early works to 1800 ; Middle East -- Historical geography -- Maps -- Early works to 1800 ; Turkey -- Historical geography -- Maps -- Early works to 1800 ; Rome -- Historical geography -- Maps -- Early works to 1800;,Asia; Europe;,Turkey ; Greece,,,,,Relief shown pictorially. Prime meridian: Ferro.,,,,cartographic image,Still image,Maps,Color;,"1:5,000,000",E 17°46ʹ00ʺ--E 42°00ʹ00ʺ/N 45°18ʹ00ʺ--N 30°37ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014694131002124,1 map : hand colored ; 33 x 41 cm,410 A-[1741],Latin,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am013898,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"1741 map by Guillaume Del'Isle illustrates ancient Roman provinces and cities, highlighting classical regions like Greece.",,2026-03-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38197,38197,38193.jp2,/agdm/image/38193.jp2
20260817_agdm-export_Bbox-Subset.csv,Karte von Klein-Asien / bearbeited von H. Kiepert,,Turkey 1854,,"Kiepert, Heinrich, 1818-1899, cartographer","Dietrich Reimer Verlag (Berlin, Germany)",1854,"Publication Berlin : Bei. Dietrich Reimer, 1854. Manufacture Berlin : Stich U. Druck der Lith. Anst. v. L. Kraatz",Turkey -- Maps;,Asia;,Turkey,,,,,Relief shown by hachures and spot heights. Shows selected administrative borders and Greenwich and Ferro meridians.,,,,cartographic image,Still image,Maps,Color;,"1:1,500,000",E 24°55ʹ00ʺ--E 39°59ʹ00ʺ/N 42°18ʹ00ʺ--N 35°44ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014694131702124,1 map : color ; 47 x 83 cm,410 A-1854,German,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am013884,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A Kiepert 1854 map shows 19th-century Western Anatolia at 1:1.5M scale.,,2026-03-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38199,38199,38194.jp2,/agdm/image/38194.jp2
20260817_agdm-export_Bbox-Subset.csv,"A new map of Turkey in Asia : with several additions / by Monsr. d'Anville, first geographer to the Most Christian King with several additions",,Turkey 1794,,"Anville, Jean Baptiste Bourguignon d', 1697-1782, cartographer","Laurie & Whittle, publisher",1794,"London : Published by Laurie & Whittle, No. 53, Fleet Street",Turkey -- Maps -- Early works to 1800 ; Middle East -- Maps -- Early works to 1800 ;,Asia;,Turkey,,,,,"Other title Map of Turkey in Asia Notes Relief shown pictorially. Bar scales in British statute miles, nautic leagues, Grecian miles, Arabian miles, and ""agachs or common Turkish leagues""; scale estimated by measurement of degree of latitude. Prime meridian: London; coordinates converted by cataloger to express longitude based on Greenwich prime meridian.",,,,cartographic image,Still image,Maps,Color;,"1:2,900,000",E 24°54ʹ17ʺ--E 48°54ʹ17ʺ/N 42°50ʹ00ʺ--N 30°10ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014694130602124,1 map : color ; 53 x 72 cm,410 A-1794,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am013893,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1794 map by d'Anville highlights Turkey's Asian provinces and key routes.,,2026-03-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38201,38201,38196.jp2,/agdm/image/38196.jp2
20260817_agdm-export_Bbox-Subset.csv,Map of the city and county of San Francisco / published by E.C.D. Price Company ; compiled ... by the San Francisco Chamber of Commerce.,,"San Francisco, California 1912",,E.C.D. Price Company,San Francisco Chamber of Commerce,1912,San Francisco : E.C.D. Price Co.,"Panama-Pacific International Exposition (1915 : San Francisco, Calif.) -- Maps ; Streets -- California -- San Francisco -- Maps ; San Francisco (Calif.) -- Maps ;",North and Central America;,United States,California,,,San Francisco,"Includes 1 ancillary map, statistics and text. Shows street car lines and site of Panama-Pacific International Exposition, to be held in 1915.",,,,cartographic image,Still image,Maps,Color;,"1:30,000",W 122⁰31ʹ00ʺ--W 122⁰21ʹ00ʺ/N 37⁰49ʹ00ʺ--N 37⁰42ʹ30ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9916726143402124,"1 map : color ; 36 x 45 cm, on sheet 61 x 48 cm",813-d .S2F7 D-1912,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031492,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1912 map of San Francisco labels districts and details its industries and assets with statistical data.,,2026-03-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38203,38203,38197.jp2,/agdm/image/38197.jp2
20260817_agdm-export_Bbox-Subset.csv,"Turkey, containing the provinces in Asia Minor / published under the superintendence of the Society for the Diffusion of Useful Knowledge ; Engraved by J. & C. Walker","Published May 1st, 1830 by Baldwin & Gradock ... .""",Turkey 1830,,Society for the Diffusion of Useful Knowledge (Great Britain),J. & C. Walker (Firm)  ; Baldwin & Cradock ;,1830,London : Baldwin & Cradock,Turkey -- Maps;,Asia;,Turkey,,,,,Relief shown by hachures.,,,,cartographic image,Still image,Maps,Color;,"1:3,000,000",E 25°26ʹ00ʺ--E 40°01ʹ00ʺ/N 42°23ʹ00ʺ--N 34°25ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014694131502124,1 map : color ; 30 x 41 cm,410 A-1830,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,am013886,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,An 1830s hand-colored map of Turkey in Asia Minor showing provincial borders and key routes.,,2026-03-12,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38204,38204,38192.jp2,/agdm/image/38192.jp2
20260817_agdm-export_Bbox-Subset.csv,Lake Park topography (W.P.A. Survey) / Milwaukee County Regional Planning Department,,"Lake Park, Milwaukee, Wisconsin 1962",,Milwaukee County (Wis.). Regional Planning Department,,1962,"Milwaukee, Wisconsin : Milwaukee County Regional Planning Department","Parks -- Wisconsin -- Milwaukee County -- Maps ; Recreation areas -- Wisconsin -- Milwaukee County -- Maps ; Lake Park (Milwaukee, Wis.) -- Maps ;",North and Central America;,United States,Wisconsin,,,Milwaukee,"Blueline print.  Relief shown by spot heights.  Shows tree types, land uses and building names.  ""62-A-5.""  ""MICROFILMED"" stamped on each map.  Sheet 1 missing.",,,,cartographic image,Still image,Maps,B&W;,1:480,W 88°04ʹ15ʺ--W 87°51ʹ45ʺ/N 43°11ʹ41ʺ--N 42°55ʹ14ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma9917161293402124,"1 map on 4 sheets : photocopy ; sheets 106 x 149 cm, 107 x 166 cm and 107 x 184 cm",893-d .M54 .L3P3 A -[1962],English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031500 (001-003),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-03-27,2026-03-27,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38209,38209,38218.cpd,/agdm/image/38218.cpd
20260817_agdm-export_Bbox-Subset.csv,Mapa de carreteras de la República de Cuba / obsequio de la Standard Oil de Cuba,,Cuba 1938,,"General Drafting Company, cartographer, issuing body",Esso Standard Oil Company (Cuba),1938,"New York N.Y. : General Drafting Co., Inc.",Roads -- Cuba -- Maps ; Cuba -- Maps ; Havana (Cuba) -- Maps ;,North and Central America;,Cuba,,,,,"Other title  Title on back panel: Road map of the Republic of Cuba  Notes  Relief shown by hachures.  Includes illustrations.  Distance chart, text in English and Spanish, ancillary map of Havana, advertisements and illustrations on verso.",,,,cartographic image,Still image,Maps,Color;,"1:950,400",W 85°10ʹ00ʺ--W 73°55ʹ00ʺ/N 23°28ʹ00ʺ--N 19°37ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1t3p5iu/alma991014696732202124,"1 map : color ; 23 x 83 cm, folded to 23 x 11 cm",238 D-1938,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031495 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-03-27,2026-03-27,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/38212,38212,38221.cpd,/agdm/image/38221.cpd
