Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Tannu Tuva / Department of State, Map Division.",May 1947.,"Tuva, Russia 1947",,United States. Department of State.,,1947;,"Washington, D.C. : Department of State, Map Division",Mongolia -- Maps.; Tuva (Russia) -- Maps.;,Europe;,Russia;,,Tuva;,,,"Includes note.; ""10699.""; ""Restricted."";",,,,cartographic image,still image,Maps,B&W;,"1:6,000,000 (E 88°00ʹ00ʺ--E 104°26ʹ00ʺ/N 54°00ʹ00ʺ--N 48°00ʹ00ʺ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma991013488473402124,"1 map ; 14 x 24 cm, on sheet 21 x 27 cm;",670-c .T88 A-1947,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029793,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1947 U.S. State Department map shows Tannu Tuva bordered by Mongolia, China, and Russia, featuring mountains and roadways.",DP,2023-02-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32825,32825,32818.jp2,/agdm/image/32818.jp2
"Nicaragua / from official and other sources prepared in the International Bureau of the American Republics ; William Woodville Rockhill, director.",,"Nicaragua, Central America 1903",,International Bureau of the American Republics.,"Rockhill, William Woodville, 1854-1914.;",1903;,"Washington, D.C. : International Bureau of the American Republics;",Transportation -- Nicaragua -- Maps.; Nicaragua -- Maps.; Nicaragua -- Administrative and political divisions -- Maps.;,North and Central America;,Nicaragua;,,,,,"Also shows administrative divisions and routes of proposed steamer lines and intercontinental railway. Relief shown by shading and spot heights. Acquired August 4, 1904 gift from the INternational Bureau of American Republics.",,,,cartographic image,still image,Maps,Color;,"1:792,000. 12.5 miles to 1 in. (W 88°00ʹ--W 83°00ʹ/N 15°30ʹ--N 10°30ʹ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/1dmapte/alma991012471335802124,1 map : color ; 70 x 69 cm,226 A-1903,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029789,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1903 accessibility map of Nicaragua highlights regions, elevation, and key agricultural areas, created.",DP,2023-02-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32828,32828,32822.jp2,/agdm/image/32822.jp2
"Mapa de la República de Panamá / [prepared for] ESSO Standard Oil, S.A.",,"Panama, Central America 1959",,General Drafting Company.,Esso Standard Oil (Central America),1959;,"Convent Station, N.J. : General Drafting Co.;",Roads -- Panama -- Maps.;  Roads -- Central America -- Maps.;,North and Central America;,Panama;,,,,,"Relief shown by hachures and spot heights.;  Includes index, text, and illustrations (some col.).;  ""Base geográfica tomada de 'Map of Hispanic America', 1:1,000,000, publicado por la American Geographical Society de Nueva York."";  ""Mapa de la América Central y Panamá"" with index, distance chart, insets of ""La carretera interamericana"" and ""Mapa de la Zona del Canal,"" and relief profile on verso.;  ""W259-5A."";",,,,cartographic image,still image,Maps,Color;,"approximately 1:900,000 (W 83°--W 77°/N 10°--N 7°).",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013415572502124,"1 map : color ; 40 x 83 cm, on sheet 62 x 86 cm;",227 D-[1959],Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029560 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",,DP,2023-02-22,2023-02-22,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32844,32844,32856.cpd,/agdm/image/32856.cpd
Mapa de la Republica Mexicana.,,"Mexico, North America 1962",,,,1962;,Mexico City? : publisher not identified;,Mexico -- Maps.;,North and Central America;,Mexico;,,,,,"Shows roads, railroads, and air lines.; Includes road sign diagram, mileage table and 4 inset maps: Isla Guadalupe -- Islas Revillagigedo -- Mexico, D.F. y proximos pueblos = Mexico city next towns -- Rutas aereas airlines.; Spanish and English.;",,,,cartographic image,still image,Maps,Color;,"approximately 1:3,500,000 (W 118°--W 85°/N 33°--N 13°20ʹ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013115936802124,1 map : color ; 63 x 87 cm,210 B-1962,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029548,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",A vintage 1962 Mexican political map showing states with original boundaries and historical symbols.,DP,2023-02-22,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32855,32855,32838.jp2,/agdm/image/32838.jp2
Central Andes of Peru from surveys by J.V. Harrison between 1939 and 1954 / published by the Royal Geographical Society.,,"Peru, South America 1957",Geographical Journal ; March 1957.,"Harrison, J. V.",Royal Geographical Society (Great Britain),1957;,London : Royal Geographical Society;,Andes -- Maps.; Peru -- Maps.; Mountains -- Peru -- Maps.;,South America;,Peru,,,,,"Relief shown by form lines and spot heights.; Includes note, 1 inset continuation map and 1 location map.; ""Harrison"" -- bottom right.; Includes inset maps: Peru region -- Continuation southward on same scale.;",,,,cartographic image,still image,Maps,Color;,"1:500,000 (W 77°00ʹ--W 74°45ʹ/S 10°30ʹ--S 13°15ʹ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013381467002124,1 map : color ; 68 x 50 cm ;,265-c .A52 A-1957,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029573,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",This sentence exceeds 125 characters (131 total). From a rephrasing attempt on near minimal length.,DP,2023-03-01,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32871,32871,32867.jp2,/agdm/image/32867.jp2
"Departamento de Junín, mapa físico político / compilado por el Instituto Geográfico Nacional.",Primera edicion.,"Junin, Peru 1986",,"Instituto Geográfico Nacional (Peru), cartographer, issuing body.",,1986;,"Lima, Perú : Instituto Geográfico Nacional;",Junín (Peru : Department) -- Maps.; Junín (Peru : Department) -- Administrative and political divisions -- Maps.;,South America;,Peru;,,Junin;,,,"Relief shown by contours, gradient tints and spot heights.; Includes color coat of arms, location map, and statistical data.;",,,,cartographic image,still image,Maps,Color;,"1:450,000 (W 76°30ʹ--W 73°30ʹ/S 10°35ʹ--S 12°50ʹ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma997170673402124,1 map : color ; 54 x 76 cm;,265-c .J86 A-1986,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029575,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A map displays Junín, Peru's department, with its provinces like Huánuco and Huancayo marked.",DP,2023-03-01,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32876,32876,32864.jp2,/agdm/image/32864.jp2
"Map of Los Angeles and Long Beach Harbors, California / Automobile Club of Southern California.",,"Los Angeles, California 1936?",,Automobile Club of Southern California.,,1936;,"Los Angeles, Calif. : Automobile Club of Southern California;",Harbors -- California -- Los Angeles -- Maps.;  Harbors -- California -- Long Beach -- Maps.;  Los Angeles Harbor (Calif.) -- Maps.;  Long Beach Harbor (Calif.) -- Maps.;,North and Central America;,,California;,,,Los Angeles;,"Relief shown by hachures.;  Panel title.;  Indexes and text on verso.;  ""1523"" and ""9032."";  ""Forrest Burke."";",,,,cartographic image,still image,Maps,Grayscale;,"approximately 1:26,000. (W 118°19'--W 118°11'/N 33°47'--N 33°43').",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9919732743402124,"1 map ; 36 x 51 cm, folded to 27 x 10 cm",813-d .L6A5 D-[1936?],English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029597 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",,DP,2023-03-01,2023-03-01,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32879,32879,32891.cpd,/agdm/image/32891.cpd
"Mexico / produced by the Cartographic Division, National Geographic Society ; John B. Garver, chief cartographer ; John F. Shupe, associate chief.",,"Mexico, North and Central America 1984",,National Geographic Society (U.S.). Cartographic Division.,"Garver, John B., Jr.  Shupe, John F.",1984;,"Washington, D.C. : National Geographic Society;",Mexico -- Maps.;,North and Central America;,Mexico;,,,,,"Relief shown by shading and spot heights in meters. Depths shown by gradient tints and soundings in meters.; Includes index to ""National Parks of Mexico."";",,,,cartographic image,still image,Maps,Color;,"1:3,803,000. 1 cm. = 38 km. 1 in. = 60 miles ; Albers conical equal-area proj., standard parallels 11°20 ́and 28°40 (W 117°--W 87°/N 33°--N 15°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma994900113402124,"1 map : color, plastic coated ; 55 x 83 cm on sheet 59 x 87 cm;",210 B-1984,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029565,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1984 National Geographic map details Mexico's political divisions, major cities, rivers, roads, and key landmarks.",DP,2023-03-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32910,32910,32913.jp2,/agdm/image/32913.jp2
Map of the rug making countries.,,Asia 1912?,,,,1912;,Place of publication not identified : publisher not identified;,"Rugs, Oriental -- Asia -- Maps.;  Rugs -- Asia -- Maps.;  Asia -- Maps.;",Asia;,,,,,,"Relief shown by hachures.;  Illustration of ""Antique Bergamo"" rug on verso.;  Map appears to have been removed from a book or magazine; source not identified.;",,,,cartographic image,still image,Maps,Grayscale;,". (E 026°42'56""--E 073°23'08""/N 44°32'48""--N 27°28'24"").;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013415173502124,"1 map ; 10 x 19 cm, on sheet 18 x 22 cm",401 E-[1912?],English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029618 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",,DP,2023-03-08,2023-03-08,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32922,32922,32929.cpd,/agdm/image/32929.cpd
"Soviet Union western boundary problems / drawn in the Department of State, Office of the Geographer.","Sept. 2, 1943. Provisional.","Soviet Union, Europe 1943",,United States. Department of State. Office of the Geographer.,,1943;,"Washington, D.C. : Department of State, Office of the Geographer;","Soviet Union -- Maps.; Europe, Eastern -- Maps.; Soviet Union -- Boundaries -- Europe, Eastern -- Maps.; Europe, Eastern -- Boundaries -- Soviet Union -- Maps.; World War, 1939-1945 -- Territorial questions -- Europe, Eastern -- Maps.; World War, 1939-1945 -- Territorial questions -- Soviet Union -- Maps.;",Europe;,Soviet Union;,,,,,"Shows international boundary 1937, U.S.S.R. boundary Sept. 1, 1939 and U.S.S.R. boundary June 22, 1941 and principal railways. ""East European series map 20.""",,,,cartographic image,still image,Maps,Color;,"1:17,000,000. (E 3°17ʹ00ʺ--E 41°47ʹ00ʺ/N 70°55ʹ00ʺ--N 35°46ʹ00ʺ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013413073502124,1 map : color ; 40 x 22 cm,671-c .W4 B-1943,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029601,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",A 1943 map highlights Soviet borders in Eastern Europe and marks territorial disputes from 1937 to 1941.,DP,2023-03-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32933,32933,32920.jp2,/agdm/image/32920.jp2
"Colorprint general map South America / American Map Company, Inc.",,South America 1962,,"American Map Company (New York, N.Y.)",,1962;,"New York : American Map Company, Inc.;",South America -- Maps.;,South America;,,,,,,"Relief shown by hachures.; Map no. 9565.; ""American Map Company, Inc. originators Cleartype maps, sole publishers colorpint maps."";",,,,cartographic image,still image,Maps,Color;,"1:8,500,000 ; sinusoidal projection (W 100°--W 20°/N 20°--S 55°).;  1:8,500,000.;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013359770602124,"1 map : color ; 102 x 71 cm, on sheet 107 x 74 cm",250 B-[1962],English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029603,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A vintage 1962 South American map displays borders and key terrain in sinusoidal projection, scaled at 1:8,500,000.",DP,2023-03-08,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32934,32934,32918.jp2,/agdm/image/32918.jp2
"Protestant mission stations in the Near East with Persia, and part of the Balkans, Africa and Transcaucasia / compiled by S.W. Boggs ; drawn by A. Briesemeister.",,"Middle East, Asia 1920",,"Boggs, Samuel Whittemore, 1889-1954, compiler.","Briesemeister, A. (Arthur), cartographer.; Bible, F. W.;",1920;,New York : F.W. Bible : S.W. Boggs;,Protestantism -- Missions -- Middle East -- Maps.; Missions -- Middle East -- Geography -- Maps.;,Asia;,,,Middle East;,,,,,,,cartographic image,still image,Maps,Color;,"1:5,000,000 ; Bonne's projection (E 16°--E 74°/N 43°--N 12°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013415173402124,1 map ; 68 x 99 cm;,401 C-1920,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029620,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1920s map illustrates Protestant mission stations in the Middle East, Persia, Balkans, Africa, and Transcaucasia.",DP,2023-03-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32942,32942,32942.jp2,/agdm/image/32942.jp2
Coffee map of the Republic of Colombia : world's largest producer of mild coffees / prepared by the National Federation of Coffee Growers of Colombia.,,"Columbia, South America 1939",,Federación Nacional de Cafeteros de Colombia.,"International Map Company, inc.",1939;,New York : International Map Co.;,Coffee plantations -- Colombia -- Maps.; Coffee growers -- Colombia -- Maps.; Coffee industry -- Colombia -- Maps.; Steamboat lines -- Colombia -- Maps.; Colombia -- Administrative and political divisions -- Maps.; Colombia -- Maps.;,South America;,Colombia;,,,,,"Relief shown by hachures.; Prime meridian: Bogotá.; Coffee districts shown by squares representing 400,000 trees and triangles representing less than 400,000 trees.; Shows principal steamship routes from Colombia.; Also shows Colombia's Departments.; Includes table of distances in kilometers from principal coffee centers to ocean shipping points, table of Colombia's coffee census for 1938, list of steamship companies, table of usual coffee picking seasons in Colombia, and table of abbreviations.;",,,,cartographic image,still image,Maps,Color;,"1:2,750,000 (W 5°40ʹ--W 9°10ʹ/N 12°50ʹ--S 3°00ʹ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013359771002124,1 map : color ; 72 x 61 cm;,255 E-1939a,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029605,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1928 map shows Colombia's coffee-growing regions, steamship trade routes, and department-level census data.",DP,2023-03-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32949,32949,32945.jp2,/agdm/image/32945.jp2
"Map of the active sugar plantations of the island of Cuba, giving the names and showing the location of all centrals / compiled by Munson Steamship Lines.",,"Cuba, North America 1926",,Munson Steamship Line.,,1926;,"New York, N.Y. : The De Vinne-Hallenbeck Company, Inc., Printers;",Sugarcane -- Cuba -- Maps.; Sugar -- Manufacture and refining -- Cuba -- Maps.; Agriculture -- Cuba -- Maps.;,North and Central America;,Cuba;,,,,,Relief shown by hachures.; Includes indexes.; Shows land under development or adaptable for sugarcane and 8 other categories of agricultural land use.;,,,,cartographic image,still image,Maps,Color;,"approximately 1:1,100,000. (W 85°10'00""--W 73°55'00""/N 23°28'00""--N 19°37'00"");",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013415571002124,"1 map : color ; 44 x 110 cm, on sheet 49 x 128 cm;",233 E-1926,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029627,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",A 1926 Munson Steamship Lines map displays Cuba's sugar plantations and regions using color-coding.,DP,2023-03-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32953,32953,32956.jp2,/agdm/image/32956.jp2
"The Middle East / edited by J. Bartholomew, M. A.",,"The Middle East, Asia 1938",,"Bartholomew, John, 1890-1962.",John Bartholomew and Son.; Edinburgh Geographical Institute.;,1938;,Edinburgh : Edinburgh Geographical Institute,Middle East -- Maps.;,Asia;,,,Middle East;,,,"Shows political boundaries, main motor routes, secondary routes, caravan routes and tracks, oil pipe lines, and principal airports.; Relief shown by gradient tints, contours, and spot heights. Depths shown by gradient tints and contours.; ""Copyright - John Bartholomew & Son, Ltd.""; Includes continuation inset covering southwestern of Arabian Peninsula and Red Sea.;",,,,cartographic image,still image,Maps,Color;,"1:4,000,000 ; (E 24°00ʹ--E 64°00ʹ / N 40°00ʹ-N 14°00ʹ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013415570702124,"1 map : mounted on cloth, color ; 74 x 95 cm;",401 A-[1938],English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029630,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1938 Middle East map highlights geography, borders, and cities on a 1:4,000,000 scale.",DP,2023-03-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32957,32957,32958.jp2,/agdm/image/32958.jp2
"Near East, railroads, roads, and pipe lines / compiled and drawn in GE.",,"Middle East, Asia 1942",,General Electric Company.,,1942;,"Washington, D.C. : United States Office of Strategic Services;",Railroads -- Middle East -- Maps.; Roads -- Middle East -- Maps.; Petroleum pipelines -- Middle East -- Maps.;,Asia;,,,Middle East;,,,"Covers areas under British influence are marked red color.; Shows international boundaries, railroads, railroads under construction, principal roads, secondary roads, and oil pipelines, with a special attention to Iran railroads (ready for rails, partially built, or work in preparatory phase).; ""8-26-42."";",,,,cartographic image,still image,Maps,Color;,"1:11,000,000 (E 14°00ʹ--E 66°00ʹ/N 40°00ʹ--N 24°00ʹ).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013415570902124,1 map : color ; 24 x 35 cm;,401 D-1942,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029632,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1942 historical map shows Middle East rail lines, roads, and key oil pipelines.",DP,2023-03-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32961,32961,32965.jp2,/agdm/image/32965.jp2
Greater Antilles / E. Raisz.,,"antilles, West Indies 1953",,"Raisz, Erwin, 1893-1968.",,1953;,Place of publication not identified : Erwin Raisz;,Landforms -- West Indies -- Maps.;  West Indies -- Maps.;,North and Central America;,,,West Indies;,,,Relief shown by landform drawings.;  Inset: Puerto Rico.;,,,,cartographic image,still image,Maps,Grayscale;,"[ca. 1:4,600,000] (W 85°--W 67°/N 26°--N 16°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9914193013402124,1 map ; 24 x 41 cm;,232 A-1953,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029624 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",,DP,2023-03-29,2023-03-29,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32987,32987,32996.cpd,/agdm/image/32996.cpd
Linguistic stocks of American Indians north of Mexico / by J.W. Powell.,,North America 1891,,"Powell, John Wesley, 1834-1902.","Gannett, Henry, 1846-1914.; Sackett & Wilhelms Litho. & Prt. Co.;  Smithsonian Institution. Bureau of Ethnology.;",1891;,New York : Sackett & Wilhelms Litho. Co.;,Indians of North America -- Languages -- Maps.; North America -- Maps.; Aleutian Islands (Alaska) -- Maps.;,North and Central America;,,,,,,"Shows areas of Indian habitation grouped by native language.; In left lower margin: Compiled under the direction of Henry Gannett E.M.; In upper margin: Bureau of Ethnology, Seventh Annual Report Plate I.; Inset: Aleutian Islands.; The map is helpful in understanding the possible early relationships of the various Native American tribes, such as the linguistic affinities between the Cherokee and Iroquois Nations.;",,,,cartographic image,still image,Maps,Color;,"approximately 1:15,700,000 (W 175°--W 15°/N 80°--N 15°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013413072202124,1 map : color ; 51 x 43 cm;,100 C-[1891],English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029639,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","Map of American Indian tongues in 1891 by J.W. Powell, grouping languages north of Mexico.",DP,2023-03-29,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32988,32988,32978.jp2,/agdm/image/32978.jp2
"United Fruit Company Steamship Service : Cuba, Panama, Colombia, Costa Rica, Jamaica, Honduras, Salvador, Guatemala, Central & South America / Freight Traffic Department.",,North and Central America 1929,,United Fruit Company. Freight Traffic Department.;,"J.W. Clement Co., printer. Matthews-Northrup Works, publisher.",1929;,"Buffalo, N.Y. : J.W. Clement Co., Matthews-Northrup Works, Buffalo, N.Y.;",Steamboat lines -- North America -- Maps.; Steamboat lines -- South America -- Maps.; Steamboat lines -- Caribbean Area -- Maps.; Transportation -- North America -- Maps.; Transportation -- South America -- Maps.; Transportation -- Caribbean Area -- Maps.;,North and Central America; South America;,,,,,,"Relief shown by shading.; ""Copyright 1929 by the United Fruit Company, Boston, Mass.""; Prime meridian: Greenwich.; Inset: South America.; Shows United Fruit Company's steamship routes, operated railroads, connecting railroad and steamship routes, capitals, and stations of the Tropical Radio Telegraph Company and affiliated companies.;",,,,cartographic image,still image,Maps,Color;,"approximately 1:9,221,000. Approximate  in nautical miles along the 15 latitude, 1 inch = 125.46 nautical miles (W 125°--W 50°/N 50°--N 0°).;",,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013415172002124,"1 map : color ; 68 x 88 cm, on sheet 74 x 95 cm;",100 D-1929,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,The Board of Regents of the University of Wisconsin System,agsmap029637,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","Vintage 1929 map shows United Fruit Company's steamship routes linking Cuba, Colombia, Costa Rica, Jamaica, Honduras, El.",DP,2023-03-29,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/32990,32990,32980.jp2,/agdm/image/32980.jp2
