File,Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Place Lookup,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
20260817_agdm-export_Bbox-Subset.csv,La Presqu'île du Cap-Vert / Service Géographique de L'A.O.F.,,"Dakar, Senegal 1953",,Service géographique national du Sénégal,,1953,Dakar : Service Géographique de L'A.O.F.,Dakar (Senegal) -- Maps ; Cape Verde Peninsula (Senegal) -- Maps ; Rufisque (Senegal) -- Maps ; Tourist maps ;,Africa;,Senegal,,,,Dakar,Dakar,Other title Carte touristique de la Presqu'île du Cap Vert au 1/40.000e Notes Relief shown by contours and hachures. Includes indexes.,,,,cartographic image,Still image,Maps,Color;,"1:40,000",W 17°32ʹ00ʺ--W 17°05ʹ00ʺ/N 14°53ʹ00ʺ--N 14°34ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9919820193402124,"1 map : color ; 60 x 83 cm, folded in cover 24 x 14 cm",322-d .D34 A-1953,French,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031355,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1953 regional map of Senegal highlights Dakar, Rufisque, and the Cape Verde Peninsula with key roads, towns, and terrain.",,2025-12-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37086,37086,37090.jp2,/agdm/image/37090.jp2
20260817_agdm-export_Bbox-Subset.csv,"Map of the Ferrocarriles Nacionales de México : National Railways of Mexico : the Interoceanic Railway of Mexico, the Mexican Southern Railway, Limited, and connections",,Mexico 1910,,Ferrocarriles Nacionales de México,,1910,Mexico : Ferrocarriles Nacionales de México,Ferrocarriles Nacionales de México ; Railroads -- Mexico -- Maps ; Mexico -- Maps ;,North and Central America;,Mexico,,,,,Mexico,Includes 1 inset maps: Baja California and map of the lines between Mexico and Vera Cruz.,,,,cartographic image,Still image,Maps,Color;,"1:3,000,000",W 118°35ʹ00ʺ--W 86°29ʹ00ʺ/N 32°43ʹ00ʺ--N 14°22ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013578572002124,1 map : color ; 66 x 77 cm,210 D-1910,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031358,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1910 Mexico map highlights national rail lines, such as Ferrocarriles Nacionales de México's routes and links.",,2025-12-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37087,37087,37091.jp2,/agdm/image/37091.jp2
20260817_agdm-export_Bbox-Subset.csv,"Mexico : showing lines of the Mexican Central Railway Co., Limited",,Mexico 1881,,Rand McNally and Company,,1881,"Chicago, Ill. : Rand, McNally & Co.",Mexican Central Railway Co. -- Maps ; Railroads -- Mexico -- Maps ; Mexico -- Maps ;,North and Central America;,Mexico,,,,,Mexico,Relief shown by hachures. Prime meridians: Greenwich and Washington.,,,,cartographic image,Still image,Maps,Color;,"1:6,500,000",W 118°--W 85°/N 33°--N 15,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991013581371702124,1 map : color ; 31 x 48 cm,210 D-1881,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031356,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A vintage Mexican map from 1881 shows the Central Railway Company's route network.,,2025-12-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37088,37088,37093.jp2,/agdm/image/37093.jp2
20260817_agdm-export_Bbox-Subset.csv,"Carta industrial de la República Mexicana: Valor de la producción y energía eléctrica consumida, VII censo industrial de 1960. / Coordinador: Jorge A. Vivó.",,Mexico 1966,,"Vivó, Jorge A. (Jorge Abilio), 1906-1979",,1966,"México, D.F. : Comisión Nacional de los Salarios Mínimos",Electric utilities -- Mexico -- Maps ; Mexico -- Maps ;,North and Central America;,Mexico,,,,,Mexico,"""Esta carta fue encargada y editada ... en colaboración con el Colegio de Geografía de la Facultad de Filosofía y Letras de la Universidad Nacional de México.""",,,,cartographic image,Still image,Maps,Color;,"1:4,800,00",W 118°35ʹ00ʺ--W 86°29ʹ00ʺ/N 32°43ʹ00ʺ--N 14°22ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9921355883402124,1 map : color ; 44 x 72 cm,210 E-1966,Spanish,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031366,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1960 industrial map shows Mexico's regional production values and electricity use via bar graphs.,,2025-12-15,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37089,37089,37092.jp2,/agdm/image/37092.jp2
20260817_agdm-export_Bbox-Subset.csv,Florida by Covarrubias,,Florida 1946 2025,,"Covarrubias, Miguel, 1904-1957, artist",,1946 ; 2025,"Milwaukee, Wisconsin : American Geographical Society Library",Florida -- Maps ; Pictorial maps ; Tourist maps;,North and Central America;,United States,Florida,,,,Florida,"Pictorial tourist map of Florida shows main highways and its famous features including Native Americans, agriculture, fishing, wetlands, sports, and tourist attractions. Title devised by Library staff. Includes text and illustrations. Published in: Life magazine, 1946. Print out of a scan of the original manuscript drawing held at the Library of Congress ( https://hdl.loc.gov/loc.pnp/ppmsca.89822 ).",,,,cartographic image,Still image,Maps,Color;,,W 87°38ʹ00ʺ--W 79°58ʹ00ʺ/N 31°00ʹ00ʺ--N 24°23ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014608181502124,1 map : color ; 91 x 61 cm,823 M-[1946] 2025,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031380,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A stylish 1946 illustration maps Florida's landmarks, ecosystems, and cultural spots — like the Everglades and Orlando.",,2025-12-16,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37091,37091,37095.jp2,/agdm/image/37095.jp2
20260817_agdm-export_Bbox-Subset.csv,"Geologic map of the Sahl Al Maţrān Quadrangle, sheet 26C, Kingdom of Saudi Arabia / compiled by Donald G. Hadley",,"Sahl Al Maţrān, Saudi Arabia 1987",Geoscience map ; GM-86 C.,Saudi Arabia. Deputy Ministry for Mineral Resources,"Hadley, Donald G. ; Saudi Arabia. Wizārat al-Batrūl wa-al-Tharwah al-Maʻdinīyah ;",1987,"Jiddah, Saudi Arabia : Ministry of Petroleum and Mineral Resources, Deputy Ministry for Mineral Resources",Geology -- Saudi Arabia -- Maps ; Saudi Arabia -- Maps ;,Asia;,Suadi Arabia,,Sahl Al Maţrān,,,Sahl Al Maţrān,"Other title At head of title: Kingdom of Saudi Arabia Title from text: Explanatory notes to the geologic map of the Sahl Al Maţrān Quadrangle, sheet 26C, Kingdom of Saudi Arabia Notes Relief shown by spot heights. ""International index NG-37-6."" Includes structural sketch map, cross sections, diagram showing sources of geologic data, index to adjoining sheets, index map, and descriptive legend. ""A.H. 1408, A.D. 1987."" ""Without Landsat Base""--Envelope. Additional Info Includes bibliographical references.",,,,cartographic image,Still image,Maps,Color;,"1:250,000",E 37°30ʹ--E 39°00ʹ/N 27°00ʹ--N 26°00ʹ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9920529273402124,"1 map : color ; 45 x 60 cm., on sheet 66 x 107 cm + text (24 pages : maps ; 28 cm.)","416.1-b G-1:250,000 GM 86 C",English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031382,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"1987 geologic map of Sahl Al Maţrān (Saudi Arabia) at 1:250,000 scale, displaying rock formations and units.",,2026-01-09,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37285,37285,37289.jp2,/agdm/image/37289.jp2
20260817_agdm-export_Bbox-Subset.csv,Status of aerial photography / Geological Survey,Seventh edition.,United States 1954,,Geological Survey (U.S.),,1954,"Washington, D.C. : U.S. Geological Survey",Aerial photography -- United States -- Maps ; Photographic surveying -- United States -- Maps ; United States -- Surveys -- Maps ; Index maps ;,North and Central America;,United States,,,,,United States,"Other title  United States  Notes  Inset: Alaska -- Hawaii -- Canal Zone -- Puerto Rico and Virgin Islands.  Text on verso.  ""December 1954.""  ""MR 3273-M(M10).""",,,,cartographic image,Still image,Maps,Color;,"1:5,000,000",W 125⁰--W 67⁰/N 50⁰--N 24⁰,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9915367773402124,1 map : color ; 60 x 97 cm,800 J-1954a,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031385 (a-b),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-01-27,2026-01-27,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37296,37296,37305.cpd,/agdm/image/37305.cpd
20260817_agdm-export_Bbox-Subset.csv,1960 Ghana population census maps plan of enumeration areas / drawn and photo-lithographed by Survey of Ghana,,Ghana 1961,,Survey of Ghana,"Hunter, John Michael, 1932-2005 ; Office of the 1960 Census of Ghana ;",1961,Accra : Survey of Ghana,"Ghana -- Population -- Maps ; Ghana -- Census, 1960 ; Ghana -- Maps ; Ashanti Region (Ghana) -- Maps ; Brong-Ahafo Region (Ghana) -- Maps ;  Volta Region (Ghana) -- Maps ;",Africa;,Ghana,,,,,Ghana,"Other title  Nineteen sixty Ghana population census maps.  Notes  ""Information supplied by the Geographical Section of the Office of the 1960 Census of Ghana under the direction of J.M. Hunter.""",,[1] Eastern region and Accra capital district -- [2] Ashanti region -- [3] Brong-Ahafo region -- [4] Northern region -- [5] Volta region -- [6] Western region.,,cartographic image,Still image,Maps,Color;,"1:250,000",W 3°15ʹ00ʺ--E 1°16ʹ00ʺ/N 11°10ʹ00ʺ--N 4°32ʹ00ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014167261402124,6 maps on 6 sheets : color ; 48 cm,328 C-1961,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031383 (001-006),image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,,,2026-01-27,2026-01-27,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37303,37303,37312.cpd,/agdm/image/37312.cpd
20260817_agdm-export_Bbox-Subset.csv,"Generalkarte von Dalmatien, Bosnien und der Hercegovina / bearbeitet von Gustav Freytag",,"Dalmatia, Croatia 1910?",,"Freytag, Gustav, 1852-1938",,1910,Wien : G. Freytag & Berndt,Dalmatia (Croatia) -- Maps ; Bosnia and Herzegovina -- Maps ; Balkan Peninsula -- Maps ;,Europe;,Croatia ; Bosnia and Herzegovina,,Balkan Peninsula,,,Balkan Peninsula,"Relief shown by contours, shading and spot heights. ""Loaned by the American Geographical Society to the Peace Conference at Versailles, 1918-1919.""",,,,cartographic image,Still image,Maps,Color;,"1:600,000",E 13⁰30ʹ--E 19⁰45ʹ/N 46⁰00ʹ--N 41⁰10',American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9916382963402124,"1 map : color, mounted on cloth ; 69 x 83 cm",662.2-c .D34 A-[1910?],German,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031387,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"Highlighting region borders on Dalmatia,Bosnia and Herzegovina, this 1910 political-physical relief map shows terrain.",,2026-01-27,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37304,37304,37298.jp2,/agdm/image/37298.jp2
20260817_agdm-export_Bbox-Subset.csv,Status of aerial photography in the United States / prepared by the Federal Board of Surveys and Maps,,United States 1938,,United States. Federal Board of Surveys and Maps,Geological Survey (U.S.) ; U.S. Coast and Geodetic Survey ;,1938,"Washington, D.C.? : U.S. Federal Board of Surveys and Maps",Aerial photography -- United States -- Maps ; United States -- Aerial photographs -- Maps ; United States -- Surveys -- Maps ; Index maps ;,North and Central America;,United States,,,,,United States,"""Base compiled by U.S. Geological Survey."" ""Projection and shore line by the U.S. Coast and Geodetic Survey."" ""April 1938.""",,,,cartographic image,Still image,Maps,Color,"1:5,000,000",W 125⁰--W 67⁰/N 50⁰--N 24⁰,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma9915361573402124,1 map : color ; 60 x 97 cm,800 J-1938,English,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031390,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1938 U.S. map illustrates aerial photography coverage by color-coded completion stages.,,2026-01-27,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37306,37306,37301.jp2,/agdm/image/37301.jp2
20260817_agdm-export_Bbox-Subset.csv,"[Map of Chongjin, North Korea]",,"Ch'ŏngjin, Korea 1937?",,,,1937,Place of publication not identified : publisher not identified,Ch'ŏngjin (Korea) -- Maps ; Cities and towns -- Korea (North) -- Maps ;,Asia;,North Korea,,,,Ch'ŏngjin,Ch'ŏngjin,,,,,cartographic image,Still image,Maps,Color;,,E 129°31ʹ43ʺ--E 129°52ʹ03ʺ/N 41°52ʹ03ʺ--N 41°32ʹ32ʺ),American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014638124302124,1 map : color ; 86 x 69 cm,469.1-d .C46 A-[1937?],Chinese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031397,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"The 1937 urban plan for Chongjin, North Korea displays proposed grid streets and zoning zones. Characters: 64.",,2026-02-03,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37309,37309,37319.jp2,/agdm/image/37319.jp2
20260817_agdm-export_Bbox-Subset.csv,"[Map of Daejeon, South Korea]",,"Taejŏn-si, Korea  1937?",,,,1937,Place of publication not identified : publisher not identified,Taejŏn-si (Korea) -- Maps ; Cities and towns -- Korea (South) -- Maps ;,Asia;,South Korea,,,,Taejŏn-si,Taejŏn-si,"Relief shown by contours. In Chinese. Title provided by cataloger. Date taken from property stamp on verso: ""Army Map Service Library.""",,,,cartographic image,Still image,Maps,Color;,,"E 127°22ʹ13ʺ--E 127°27ʹ16ʺ/N 36°21ʹ01ʺ--N 36°18ʹ16""",American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014638124202124,1 map : color ; 63 x 85 cm,469.5-d .T345 A-[1937?],Chinese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031398,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1937 Daejeon, South Korea land use map shows neighborhoods and streets with red and blue gridlines.",,2026-02-03,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37311,37311,37314.jp2,/agdm/image/37314.jp2
20260817_agdm-export_Bbox-Subset.csv,"[Map of Xinzhuang District, Taiwan]",,"Hsin-chuang chen, Taiwan 1937?",,,,1937,Place of publication not identified : publisher not identified,Hsin-chuang chen (Taiwan) -- Maps ;,Asia;,Taiwan,,,,Hsin-chuang chen,Hsin-chuang chen,"Relief shown by contours, hachures and spot heights. In Chinese. Title provided by cataloger. Date taken from property stamp on verso: ""Army Map Service Library.""",,,,cartographic image,Still image,Maps,Color;,,E 121°23ʹ26ʺ--E 121°28ʹ07ʺ/N 25°04ʹ07ʺ--N 24°59ʹ42ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014638124402124,1 map : color ; 65 x 71 cm,468-c .H74 A-[1937?],Chinese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031396,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1937 Taiwan map displays Xinzhuang District's boundaries, rivers, and village names.",,2026-02-03,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37312,37312,37317.jp2,/agdm/image/37317.jp2
20260817_agdm-export_Bbox-Subset.csv,"[Map of Songjin, Korea]",,"Kimch'aek, Korea 1937?",,,,1937,Place of publication not identified : publisher not identified,Kimch'aek (Korea) -- Maps;,Asia;,North Korea,,,,Kimch'aek,Kimch'aek,"Relief shown by contours and spot heights. In Chinese. Title provided by cataloger. Date derived from information included in property stamp on verso: ""Army Map Service Library ... captured map.""",,,,cartographic image,Still image,Maps,Color;,,E 129°09ʹ34ʺ--E 129°14ʹ49ʺ/N 40°43ʹ08ʺ--N 40°39ʹ12ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014638124502124,1 map : color ; 89 x 76 cm,469.1-d .K55 A-[1937?],Chinese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031395,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"Historic Songjin, Korea map from 1937 displays land-use zones and basic infrastructure.",,2026-02-03,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37313,37313,37318.jp2,/agdm/image/37318.jp2
20260817_agdm-export_Bbox-Subset.csv,"[Map of Kwangju-si, South Korea]",,"Kwangju-si, South Korea 1937?",,,,1937,Place of publication not identified : publisher not identified,"Kwangju-si (Chŏlla-namdo, Korea) -- Maps ; Cities and towns -- Korea (South) -- Maps ;",Asia;,South Korea,Chŏlla-namdo,,,Kwangju-si,Kwangju-si,"Relief shown by contours. In Chinese. Title provided by cataloger. Date taken from property stamp on verso: ""Army Map Service Library.""",,,,cartographic image,Still image,Maps,Color;,,E 127°16ʹ51ʺ--E 127°17ʹ28ʺ/N 37°25ʹ24ʺ--N 37°24ʹ49ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014638124002124,1 map : color ; 73 x 86 cm,469.5-d .K82 A-[1937?],Chinese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031391,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 1937 topographic and street map of Kwangju-si shows railroads and roads.,,2026-02-03,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37314,37314,37316.jp2,/agdm/image/37316.jp2
20260817_agdm-export_Bbox-Subset.csv,"[Map of Kangnŭng-si, South Korea]",,"Kangnŭng-si, Korea 1937?",,,,1937,Place of publication not identified : publisher not identified,Kangnŭng-si (Korea) -- Maps ; Cities and towns -- Korea (South) -- Maps ;,Asia;,South Korea,,,,Kangnŭng-si,Kangnŭng-si,"Relief shown by contours. In Chinese. Title provided by cataloger. Date taken from property stamp on verso: ""Army Map Service Library.""",,,,cartographic image,Still image,Maps,Color;,,E 128°52ʹ54ʺ--E 128°55ʹ54ʺ/N 37°46ʹ26ʺ--N 37°44ʹ44ʺ,American Geographical Society Library - Maps,https://wisconsin-uwm.primo.exlibrisgroup.com/permalink/01UWI_ML/13nukll/alma991014638124102124,1 map : color ; 47 x 47 cm,469.5-d .K365 A-[1937?],Chinese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,agsmap031394,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A 1937 Kangneung, South Korea, map displays proposed and existing streets along rivers and mountains.",,2026-02-03,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37315,37315,37315.jp2,/agdm/image/37315.jp2
20260817_agdm-export_Bbox-Subset.csv,Areas protegidas e regiões fitoecológicas / IBGÉ,,Brazil 2025,,,Instituto Brasileiro de Geografia e Estatística,2025,IBGÉ,Brazil -- Maps;,South America;,Brazil,,,,,Brazil,Projeção policônica.,,,,cartographic image,Still image,Maps,Color;,"1:10,000,000",W 73°58ʹ00ʺ--W 28°37ʹ00ʺ/N 5°16ʹ00ʺ--S 33°52ʹ00ʺ,American Geographical Society Library - Maps,,https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-regionais/44874-areas-protegidas-na-amazonia-legal.html,Vegetacao_Layout_A3_paisagem_Amazonia_legal,Portuguese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,Vegetacao_Layout_A3_paisagem_Amazonia_legal,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A map compares Brazil's northern protected areas, indigenous settlements, and river systems within phytogeographical regions.",,2026-02-05,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37323,37323,37328.pdf,/agdm/image/37328.pdf
20260817_agdm-export_Bbox-Subset.csv,Mapa fisico do Brasil 2017,,Brazil 2017,,,Instituto Brasileiro de Geografia e Estatística,2017,IBGÉ,Brazil -- Maps;,South America;,Brazil,,,,,Brazil,Projeção policônica. Includes 4 inset maps.,,,,cartographic image,Still image,Maps,Color;,"1:10,000,000",W 73°58ʹ00ʺ--W 28°37ʹ00ʺ/N 5°16ʹ00ʺ--S 33°52ʹ00ʺ,American Geographical Society Library - Maps,,https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-regionais.html,brasil_fisico2500k_2017,Portuguese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,brasil_fisico2500k_2017,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 2017 relief map depicts Brazil's terrain from coastal areas rising toward the Amazon basin.,,2026-02-05,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37324,37324,37331.pdf,/agdm/image/37331.pdf
20260817_agdm-export_Bbox-Subset.csv,Mapa Fisico do Brasil 2018,,Brazil 2018,,,Instituto Brasileiro de Geografia e Estatística,2018,IBGÉ,Brazil -- Maps;,South America;,Brazil,,,,,Brazil,Projeção policônica. Includes 4 inset maps.,,,,cartographic image,Still image,Maps,Color;,"1:5,000,000",W 73°58ʹ00ʺ--W 28°37ʹ00ʺ/N 5°16ʹ00ʺ--S 33°52ʹ00ʺ,American Geographical Society Library - Maps,,https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-regionais.html,brasil_fisico5000k_2018,Portuguese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,brasil_fisico5000k_2018,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,Brazil's 2018 geological and elevation map uses a 1:5 million scale.,,2026-02-05,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37325,37325,37329.pdf,/agdm/image/37329.pdf
20260817_agdm-export_Bbox-Subset.csv,Republica Federativa do Brazil,,Brazil 2022,,,Instituto Brasileiro de Geografia e Estatística,2022,IBGÉ,Brazil -- Maps;,South America;,Brazil,,,,,Brazil,Projeção policônica. Includes 8 inset maps and table.,,,,cartographic image,Still image,Maps,Color;,"1:2,500,000",W 73°58ʹ00ʺ--W 28°37ʹ00ʺ/N 5°16ʹ00ʺ--S 33°52ʹ00ʺ,American Geographical Society Library - Maps,https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-regionais.html,,,Portuguese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,A 2022 political map of Brazil's 27 colorful states and borders.,,2026-02-05,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37326,37326,37330.pdf,/agdm/image/37330.pdf
20260817_agdm-export_Bbox-Subset.csv,Areas protegidas na Amazonia Legal,,Brazil 2022,,,Instituto Brasileiro de Geografia e Estatística,2022,IBGÉ,Brazil -- Maps;,South America;,Brazil,,,,,Brazil,Projeção policônica.,,,,cartographic image,Still image,Maps,Color;,"1:10,000,000",W 73°58ʹ00ʺ--W 28°37ʹ00ʺ/N 5°16ʹ00ʺ--S 33°52ʹ00ʺ,American Geographical Society Library - Maps,Mapa_Areas_Protegidas_AL,https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-regionais.html,,Portuguese,"American Geographical Society Library, University of Wisconsin-Milwaukee",University of Wisconsin-Milwaukee Libraries,The Board of Regents of the University of Wisconsin System,Mapa_Areas_Protegidas_AL,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,,"A legal Amazon protected areas map marks Brazil's conservation zones, rivers, and borders with nearby countries.",,2026-02-05,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/37327,37327,37327.pdf,/agdm/image/37327.pdf
