Title,AGSL Call Number,Description,Language,Creator,Provider,Resource Class,Resource Type,Theme,Temporal Coverage,Date Issued,Index Year,Spatial Coverage,Member Of,Geometry,Bounding Box,Rights,Access Rights,Format,Information,Download,ID,Identifier,Column1,Modified,Metadata Version,Suppressed,Index Map,Github View
"OpenIndexMap: Spezialkarte der oesterreichisch-ungarischen Monarchie 1:75,000","641-b A-1:75,000","This is a digital index map to serve as a finding aid for Spezialkarte der oesterreichisch-ungarischen Monarchie 1:75,000",ger,Austria. Militärgeographische Institut.,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1894 to 1944,,1894|1901|1903|1904|1905|1906|1907|1908|1909|1910|1911|1912|1913|1914|1915|1916|1917|1918|1921|1923|1926|1936|1937|1938|1939|1940|1941|1943|1944,,,"ENVELOPE(9.333333,26.83333,51.25,42)","ENVELOPE(9.333333,26.83333,51.25,42)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsd7wm4g4,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/641bA75000.geojson,ark:-77981-gmgsd7wm4g4,ark:/77981/gmgsd7wm4g4,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/641bA75000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/641bA75000.geojson
"OpenIndexMap: Hungary 1:75,000 (German)","642-b A-1:75,000","This is a digital index map to serve as a finding aid for Hungary 1:75,000 (German)",ger,German General Staff,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1936 to 1944,,1936|1938|1940|1944,,,"ENVELOPE(16.33333,24.83333,49.25,45.5)","ENVELOPE(16.33333,24.83333,49.25,45.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgs8gthv3z,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/642ba75000.geojson,ark:-77981-gmgs8gthv3z,ark:/77981/gmgs8gthv3z,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/642ba75000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/642ba75000.geojson
"OpenIndexMap: Hungary 1:75,000 (Hungarian)","642-b A-1:75,000b","This is a digital index map to serve as a finding aid for Hungary 1:75,000 (Hungarian)",hun,Hungary. M. Kir. Állami Térképészet,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1927,,1927,,,"ENVELOPE(15.83333,23.33333,48.75,45.5)","ENVELOPE(15.83333,23.33333,48.75,45.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgs4qrfjqr,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/642ba75000b.geojson,ark:-77981-gmgs4qrfjqr,ark:/77981/gmgs4qrfjqr,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/642ba75000b.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/642ba75000b.geojson
"OpenIndexMap: Mapa topograficzna Polska 1:100,000","644-b A-1:100,000","This is a digital index map to serve as a finding aid for Mapa topograficzna Polska 1:100,000",pol,Wojskowy Instytut Geograficzny (Poland),American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1911 to 1939,,1911|1912|1913|1914|1915|1916|1917|1922|1923|1924|1925|1926|1927|1928|1929|1930|1931|1932|1933|1934|1935|1936|1937|1938|1939,,,"ENVELOPE(14.33333,28.83333,56,47.71667)","ENVELOPE(14.33333,28.83333,56,47.71667)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgs0zpc8b2,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA100000.geojson,ark:-77981-gmgs0zpc8b2,ark:/77981/gmgs0zpc8b2,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA100000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/644bA100000.geojson
"OpenIndexMap: Poland 1:25,000 (Polish)","644-b A-1:25,000","This is a digital index map to serve as a finding aid for Poland 1:25,000 (Polish)",pol,Wojskowy Instytut Geograficzny (Poland),American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1930,,1930,,,"ENVELOPE(15.83333,27.66667,55.75,49.25)","ENVELOPE(15.83333,27.66667,55.75,49.25)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsw6m92rg,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA25000.geojson,ark:-77981-gmgsw6m92rg,ark:/77981/gmgsw6m92rg,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA25000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/644bA25000.geojson
"OpenIndexMap: Poland 1:25,000 (German)","644-b A-1:25,000b","This is a digital index map to serve as a finding aid for Poland 1:25,000 (German)",ger,Germany. Reichsamt für Landesaufnahme.,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1941,,1941,,,"ENVELOPE(18.33333,21.33333,54.75,49.16667)","ENVELOPE(18.33333,21.33333,54.75,49.16667)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsrfj6sc9,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA25000b.geojson,ark:-77981-gmgsrfj6sc9,ark:/77981/gmgsrfj6sc9,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/644bA25000b.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/644bA25000b.geojson
"OpenIndexMap: Karte der Tschechoslowakei 1:75,000","646-b A-1:75,000","This is a digital index map to serve as a finding aid for Karte der Tschechoslowakei 1:75,000",ger,Germany. Army. Department for War Mapping and Surveying,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1925 to 1938,,1925|1927|1928|1929|1930|1932|1933|1934|1935|1936|1937|1938,,,"ENVELOPE(11.83333,24.83333,51.25,47.5)","ENVELOPE(11.83333,24.83333,51.25,47.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsmsbcdxs,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/646bA75000.geojson,ark:-77981-gmgsmsbcdxs,ark:/77981/gmgsmsbcdxs,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/646bA75000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/646bA75000.geojson
"OpenIndexMap: Czechoslovakia 1:75,000 (German)","646-b A-1:75,000b","This is a digital index map to serve as a finding aid for Czechoslovakia 1:75,000 (German)",ger,Germany. Heer. Generalstab. Chef des Kriegskarten- und Vermessungswesens,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1938,,1938,,,"ENVELOPE(12.33333,24.33333,51,48)","ENVELOPE(12.33333,24.33333,51,48)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsh1894jg,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/646bA75000b.geojson,ark:-77981-gmgsh1894jg,ark:/77981/gmgsh1894jg,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/646bA75000b.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/646bA75000b.geojson
"OpenIndexMap: Greece 1:100,000 (German)","665-b A-1:100,000 German","This is a digital index map to serve as a finding aid for Greece 1:100,000 (German)",ger,Germany. Heer. Generalstab. Chef des Kriegskarten- und Vermessungswesens,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1929 to 1944,,1929|1931|1932|1933|1934|1935|1936|1938|1939|1940|1941|1942|1943|1944,,,"ENVELOPE(19.21667,26.71667,42,36)","ENVELOPE(19.21667,26.71667,42,36)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsc866v59,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA100000_german.geojson,ark:-77981-gmgsc866v59,ark:/77981/gmgsc866v59,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA100000_german.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA100000_german.geojson
"OpenIndexMap: Greece 1:100,000 (Greek)","665-b A-1:100,000 Greek","This is a digital index map to serve as a finding aid for Greece 1:100,000 (Greek)",gre,Greece. Stratos. Geōgraphikē Hypēresia,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1920 to 1941,,1920|1926|1927|1928|1929|1931|1932|1933|1934|1935|1936|1938|1939|1941,,,"ENVELOPE(20.71667,26.71667,41.5,34.5)","ENVELOPE(20.71667,26.71667,41.5,34.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgs7h44js3,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA100000_greek.geojson,ark:-77981-gmgs7h44js3,ark:/77981/gmgs7h44js3,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA100000_greek.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA100000_greek.geojson
"OpenIndexMap: Chartes ton nomon tes Hellados 1:200,000","665-b A-1:200,000","This is a digital index map to serve as a finding aid for Chartes ton nomon tes Hellados 1:200,000",gre,Hellēnikē Statistikē Archē,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1963 to 1972,,1963|1972,,,"ENVELOPE(19.31667,29.66667,41.8,34.7)","ENVELOPE(19.31667,29.66667,41.8,34.7)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgs3r228dd,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA200000.geojson,ark:-77981-gmgs3r228dd,ark:/77981/gmgs3r228dd,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA200000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA200000.geojson
"OpenIndexMap: Greek Islands 1:25,000 (German)","665-b A-1:25,000","This is a digital index map to serve as a finding aid for Greek Islands 1:25,000 (German)",ger,Germany. Heer. Generalstab. Chef des Kriegskarten- und Vermessungswesens,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1943,,1943,,,"ENVELOPE(25.18333,27.125,37.83333,36.21667)","ENVELOPE(25.18333,27.125,37.83333,36.21667)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgs0000013,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA25000.geojson,ark:-77981-gmgs0000013,ark:/77981/gmgs0000013,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA25000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA25000.geojson
"OpenIndexMap: Greece 1:50,000 (German)","665-b A-1:50,000 German","This is a digital index map to serve as a finding aid for Greece 1:50,000 (German)",ger,Germany. Heer. Generalstab. Chef des Kriegskarten- und Vermessungswesens,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1920 to 1944,,1920|1940|1943|1944,,,"ENVELOPE(21.05,24.71667,41.25,35.5)","ENVELOPE(21.05,24.71667,41.25,35.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsv9s4qcx,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665ba50000_German.geojson,ark:-77981-gmgsv9s4qcx,ark:/77981/gmgsv9s4qcx,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665ba50000_German.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665ba50000_German.geojson
"OpenIndexMap: Greece 1:50,000 (Greek)","665-b A-1:50,000 Greek","This is a digital index map to serve as a finding aid for Greece 1:50,000 (Greek)",gre,Greece. Stratos. Geōgraphikē Hypēresia,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1939 to 1941,,1939|1940|1941,,,"ENVELOPE(20.71667,24.71667,41,34.95)","ENVELOPE(20.71667,24.71667,41,34.95)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsqjq2f07,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA50000_greek.geojson,ark:-77981-gmgsqjq2f07,ark:/77981/gmgsqjq2f07,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA50000_greek.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA50000_greek.geojson
"OpenIndexMap: Greece 1:75,000 (Greek)","665-b A-1:75,000","This is a digital index map to serve as a finding aid for Greece 1:75,000 (Greek)",gre,Greece. Stratos. Geōgraphikē Hypēresia,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1908 to 1912,,1908|1909|1910|1911|1912,,,"ENVELOPE(21.21667,23.71667,41,38.5)","ENVELOPE(21.21667,23.71667,41,38.5)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsksn04m1,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA75000.geojson,ark:-77981-gmgsksn04m1,ark:/77981/gmgsksn04m1,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/665bA75000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/665bA75000.geojson
"OpenIndexMap: Karte des westlichen Russlands 1:100,000","685-b A-1:100,000","This is a digital index map to serve as a finding aid for Karte des westlichen Russlands 1:100,000",ger,Prussia (Germany). Landesaufnahme,American Geographical Society Library – UWM Libraries,Maps,Index maps | Topographic Maps,,1885 to 1919,,1885|1912|1913|1914|1916|1917|1918|1919,,,"ENVELOPE(17.83333,27.33333,59.5,50)","ENVELOPE(17.83333,27.33333,59.5,50)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsg1jwv7s,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/685bA100000.geojson,ark:-77981-gmgsg1jwv7s,ark:/77981/gmgsg1jwv7s,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/685bA100000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/685bA100000.geojson
"OpenIndexMap: California Desert National Conservation Area Access Guide 1:100,000","813-c/b .D47 A-1:100,000",This is a digital index map to serve as a finding aid for Desert access guide. California Desert National Conservation Area edited and published by the Bureau of Land Management.,eng,United States. Bureau of Land Management,American Geographical Society Library – UWM Libraries,Maps,Index maps | Tourist Maps,,1986 to 1992,,1986|1988|1989|1992,,,"ENVELOPE(-118.5,-114.1,37.68333,32.56667)","ENVELOPE(-118.5,-114.1,37.68333,32.56667)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgsb8gtjvk,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/813cb_d47A100000.geojson,ark:-77981-gmgsb8gtjvk,ark:/77981/gmgsb8gtjvk,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/813cb_d47A100000.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/813cb_d47A100000.geojson
"OpenIndexMap: Tennessee Geological Maps 1:24,000","881-b G-1:24,000 GM","This is a digital index map to serve as a finding aid for Tennessee Geological Maps 1:24,000",eng,Tennessee Division of Geology,American Geographical Society Library – UWM Libraries,Maps,Index maps | Geological Maps,,1962 to 2001,,1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1978|1979|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1998|2000|2001,,,"ENVELOPE(-90.3,-82.5,36.75,34.98333)","ENVELOPE(-90.3,-82.5,36.75,34.98333)","<a href=""https://uwm.edu/libraries/digital-collections/copyright-digcoll/"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>.|Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.",Public,GeoJSON,https://geodiscovery.uwm.edu/catalog/ark:-77981-gmgs6hdr8gw,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/881bG24000_GM.geojson,ark:-77981-gmgs6hdr8gw,ark:/77981/gmgs6hdr8gw,,2026-03-30T18:00:15Z,Aardvark,false,https://raw.githubusercontent.com/OpenIndexMaps/edu.uwm/main/881bG24000_GM.geojson,https://github.com/OpenIndexMaps/edu.uwm/blob/main/881bG24000_GM.geojson
